"","X1_050_06.y","X1_090_07.y","X1_120_01.y","X1_200_02.y","X1_300_04.y","X1_400_05.y","X1_600_03.y","X3_040_07.y","X3_060_01.y","X3_080_02.y","X3_120_06.y","X3_150_07.y","X3_200_01.y","X3_250_02.y","X3_300_01.y","X3_400_02.y","X3_500_04.y","X3_550_05.y","X3_600_03.y","X3_800_03.y","X5_020_06.y","X5_050_07.y","X5_080_01.y","X5_120_02.y","X5_200_04.y","X5_300_05.y","X5_400_03.y","X5_500_05.y","X5_600_03.y","X6_040_06.y","X6_080_07.y","X6_200_01.y","X8_040_06.y","X8_070_07.y","X8_200_01.y","X9_040_06.y","X9_070_07.y","X9_380_01.y","X12_040_06.y","X12_120_07.y","X12_300_01.y","X12_1900_03.y"
"K01276",7.953826,1.452912,0,0,0,0,0,1.33511,22.56579,1.914153,4.397336,20.6007,0,0,0,0,0,0,0,0,0.5927612,2.916747,0.9831712,3.144276,0,1.186913,3.575281,0,0,1.938948,0.7566748,0,2.957406,3.489902,0.580648,4.193313,3.149506,5.705996,0.772886,0.5248078,0,0
"K01277",0,0,0.824781228,0,1.733248181,0,0,0,1.061592602,0,0,4.887868063,0,6.222090698,0,0,4.972947615,0,0,18.67806188,0,0,0,0,10.0636147,0,0,18.81625506,0,0,0,0,1.152784638,0.680174708,0,0,5.012963267,3.892304356,0,0,0,0
"K01279",46.6266052,47.97702694,40.401188132,37.069238825,87.499827428,72.740304766,28.644393384,54.365597507,49.636654868,10.287302,61.080881025,79.446326654,87.051192592,93.481732821,116.287144505,61.376421719,126.953045127,210.424632595,99.096909397,37.689124067,30.032577889,46.826819052,29.008720939,24.284829641,63.890431247,115.091632315,126.188318271,151.698880492,105.105319033,18.487843776,28.785395835,29.007256978,27.880244228,50.482883571,45.202281754,19.696343249,79.930588212,74.88086915,76.7497374,44.183422922,139.704497204,53.151723
"K01280",0,0,0,0,0,0,0,0,0,6.003336,1.379132,8.989183,0,0,0,0,0,0,0,0,1.487256,0.7318209,0.6167018,7.231663,0,6.700504,5.606558,0,0,11.67572,2.373151,0.9378897,4.240127,0,2.913728,1.503022,0,0,0,0,0,0
"K01285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.85985,0,0,0,0,0,0,0.9304361,0,0,0,0.946557,9.979439,10.99906,1.417347,0,0,0,0,0,9.261276,0,0,0,0,0,0,0
"K01286",14.15867,6.789143,4.842752,57.70381,9.243990297,0,46.42717216,6.015867,5.064478,1.916661,4.433676259,0,3.059302026,5.530747287,0,6.274447611,0.884079576,0,0,4.150680418,1.187076,5.841139,2.953379,0,0,2.971172,3.25180349,0.929197781,6.465801308,2.329787,2.273,0,0.8460805,2.496054,0,0,2.546267056,6.054695665,6.191191,1.050991,4.578613705,5.450135
"K01307",0,5.441299,2.264105,0,0,0,0,7.500175,1.457088,3.584345,0,0,0,2.135031,0,0,0,0,0,0,0,4.369401,4.602591,2.943906,0,2.222553,0,0,0,0.7261551,9.209919,0,4.74676,6.535012,0,6.730444,0,0,4.341801,0.9827283,0,0
"K01322",4.466537,2.447685,0,0,0,0,0,0,0.3277243,1.446501,3.928902,0.6768561,4.249968,37.45603,10.3884797,1.743286,0,0,0,0,6.27119,0,1.857425,0,4.858312,0.8969353,0.7528983,0,0,4.102668,0.8577145,3.389762,0.9578033,0.839907,10.1927601,0.9053812,21.041635,20.904277,0.5840602,0,3.492242,0
"K01338",54.515654132,40.661320575,26.563155748,49.242784,13.282016143,0,0,30.859610414,32.625974993,72.483052689,42.626789965,88.922075203,10.112886,6.4330322,17.329542447,7.438893004,11.678058117,26.8256,9.022896455,0,72.341189,39.341916556,87.872017088,64.299983362,25.073707666,24.8174677,16.54472338,4.859646263,7.047127496,64.163076059,73.540018095,93.77338143,55.287338036,57.058114099,94.096560185,100.472622007,104.93945306,108.96394229,42.687264094,63.212404672,3.475063205,0
"K01354",0,0,0,0,0,2.192936,1.972959,0.8600538,1.503774,0,0,8.077758,6.500372,2.937918,10.9308,0,0,0,0,0,0,0,0,1.350324,4.751791,0,0,0,0,2.997686,3.412055,0,1.088633,0,16.4579,2.315363,16.23084,12.86495,5.974552,0,0.8107157,0
"K01362",11.22092,9.0102833,2.0488494,3.836181589,13.399437132,30.056762205,1644.922502164,5.7685897,5.616123843,16.832239811,25.351291,52.104066561,30.952577338,12.586621158,18.192035591,36.037141951,58.84526564,29.228946464,1.882310424,24.88617238,16.0272627,10.9866562,15.651064992,24.898764589,11.114022611,18.755080128,25.173018782,23.34679844,26.16485824,3.9389997,12.0729366,29.608464866,9.7366761,14.177437869,20.199130179,25.209691,33.344131567,39.1752554,4.1222773,8.546103,19.86908049,37.66715
"K01363",484.862770891,484.071613358,409.068992313,301.122172211,847.692909167,596.591046459,849.617025388,522.20255235,495.606561615,269.342039962,400.545984087,676.210326708,799.012950444,854.628449054,1135.169777768,792.988930863,960.217302773,950.828603278,764.216091631,1165.914160003,181.047279022,241.811320751,251.471261975,318.592219763,536.694954854,889.734384705,1389.368950679,1046.913802789,869.244520046,236.770241707,282.346004243,290.394359405,223.715469653,245.968450272,333.591509475,206.474295054,460.981109702,483.754486317,507.124280881,369.710264393,934.296748067,631.85601064
"K01365",94.977994,61.2192137,51.232346,83.19026,88.400993,165.832578,212.7688238,87.725109,70.857329,41.361314275,31.868732,73.744631,66.9891415,130.467158,121.01907609,101.172085277,86.19514792,49.335788,77.8659184,71.422742,34.3745367,60.25501,35.5965779,21.3867877,146.6900347,84.05095651,88.9427602,79.019433,131.043832426,31.712095,25.3673399,11.476748,34.6869092,41.182687,19.634426186,47.764306,27.425688933,27.8336369,94.062927,27.8114114,81.865413212,0
"K01366",6.729483,1.229264,8.240260611,0,6.449296,1.834148,0,2.4137317,2.157787561,8.636295438,3.306657942,0,12.80638,15.261845,31.53698,20.615718,1.850399,0,7.816904,0,5.348852665,5.263924163,6.580142,7.461509826,7.801252,12.87485,14.5753576,10.322680157,0.9575587,7.13933501,5.972250609,4.49743963,7.624717289,19.26061437,6.440641276,10.569673218,4.042510068,9.051871,13.94846195,3.795178,9.583145,0
"K01369",12.696823116,20.430045422,12.340224003,22.54763,77.011273,147.668857,74.289958,19.704589169,8.571484826,8.669743,19.788836986,72.595623153,92.446748,114.416845,202.71487,110.551249,123.408208,159.313034,143.797726,79.814902,1.755308,19.4572015,3.800201,10.801998413,58.778112906,148.570166008,187.040388,104.968761,196.658883233,10.460382655,11.723791583,10.282525,4.2335972,8.0346471,90.620983641,10.0963238,61.06073504,59.38716034,27.642036064,17.144531315,187.459379,506.68013
"K01373",133.209052943,177.369492601,104.66101681,39.646095762,331.39022851,298.803865845,250.679469023,137.799169246,146.325704182,90.587660026,171.925061571,202.064693068,270.460977098,454.898808027,652.807315321,534.175161713,659.899122673,546.143353991,311.552903491,465.377358884,117.030833296,95.439282648,189.493125126,179.521332137,319.139487322,386.008237797,667.866020532,540.630347111,597.742253186,77.473710488,57.175438341,86.840701487,92.755856285,57.448418798,165.28262442,114.867368812,183.833662298,200.153649498,164.502612305,200.829161628,318.251959675,46.80823877
"K01374",3.544312,3.839431929,3.196384,0,10.384157,0,15.816695097,2.635720292,0,0,11.505022213,4.735651,27.644824,8.314656,12.928453,20.90203426,37.96129379,13.01975764,0,0,1.188634,0,0.433185,5.07968,7.993124086,14.424620594,18.413272,5.401565,20.032895353,0.7776149,2.9427645,0,0.8471908,0.9997319,3.722678,1.182610265,7.368135,3.4890011,0,5.069139202,15.369421193,0
"K01376",4.7640583,12.381833,7.5787306,25.95226,27.46542,16.650718,4.998321,20.018789,15.063214,6.100916,41.4666109,9.231746,22.320557,92.883865,88.189737,41.779901,115.037229,54.161635,321.964559,42.97473,25.593495,39.1293114,48.77379,21.9803129,18.230235,23.4034286,59.9152345,24.055643,35.762689,2.7334,5.9781339,6.834571,3.1830268,1.8211494,6.944293,7.04108,20.3998616,18.771819,15.0125035,5.9583774,31.1551016,0
"K01379",211.824632577,287.442348333,201.093530424,268.917872526,298.848918629,361.839181741,268.459157422,235.846036125,260.583114929,173.192300046,287.654144408,204.836993949,331.433638159,334.9221625,336.849539016,258.556971948,488.865096771,329.380976495,382.225899705,263.929977065,187.322319273,173.287329398,153.544397283,269.66805434,272.586108593,299.736085061,402.758129279,307.995780971,383.440750172,198.676408323,212.058802744,193.294050499,180.256935301,207.085205976,237.050916716,165.145881746,306.680365419,282.908151658,386.750439854,224.917706975,389.419003449,1089.176831981
"K01381",87.665727509,78.156182244,88.816287391,53.842652412,66.630127668,95.278095436,32.553502917,96.372502293,87.067582558,91.305690899,82.142132013,114.617294204,119.226782418,146.968587624,115.148025888,92.495421429,51.761715519,229.132820548,85.288577459,16.332017725,74.427902533,88.370309386,70.520110245,48.65486663,28.99208176,55.653785913,110.516060328,86.695060478,140.480502523,111.921909551,81.830067319,53.09489921,77.644277348,75.6745831,53.978228328,88.428555307,61.912872945,67.59551489,128.895625374,97.218940562,55.876110339,316.59229
"K01386",107.258656422,105.443267988,100.520981588,108.11720164,110.391605903,128.954759378,29.529138267,83.311395084,87.577693896,133.397826722,71.956094438,98.968344785,81.572003096,65.814831271,74.865722186,87.800519675,89.597763941,29.872796196,24.787298421,77.54593425,139.577570553,110.640444157,78.595627309,62.427204686,57.678914206,81.840728824,73.804990283,63.565059583,35.98940246,136.734096087,101.418307264,38.691697101,113.687197159,80.652386776,126.093637466,109.494724592,90.424812691,66.69327945,106.934540129,99.256655594,68.160355443,12.01864991
"K01387",0,0,0,0,0,0,0,3.695738235,0,0.883099453,0,0,0,0,0,6.683650716,0,384.1578024,26.99569599,1.579063202,0,0,0.907177303,0,0,0,6.597862154,3.534991557,4.91963143,3.578155477,1.745469678,0,3.898305538,0,10.71534056,4.974675788,0,0,0,0,0,0
"K01404",2.842911306,0,0.972373658,7.990564436,0,0,0,0.536854607,0.625780902,3.323665214,4.772108621,6.220922989,1.460121422,0.916939682,0,0,0,0,265.0094939,0,10.29248922,6.583893025,0.853571372,0,1.067353074,0.515228183,1.55199712,1.232409688,0,10.43682895,8.114830508,12.33218389,13.069488989,5.563113136,8.065729075,8.244632533,0.422144275,0,3.729378247,0.911257137,1.012114608,0
"K01406",0.6975118,2.67568,0,0,0,0,0,0,0.3070722,0,0.4338281,0,2.654766,6.299224,3.605671,0,0,0,0,0,0,0,0,1.24082,5.821926,0.4683893,0,0,0,0,0,0,1.3338,0.786979,1.37484,0,5.800123,7.318176,7.320061,0,0.9932943,0
"K01407",22.39973446,25.90722509,12.43835245,0,6.364715,4.263642,0,47.45420559,32.99388688,8.73307076,10.5551846,0,0,10.67554557,1.634796,7.776201,0.999946379,0,0,0,7.317460917,28.38797722,14.15978362,3.344184218,4.215757205,4.45968,2.238947,8.042563965,14.99806296,11.70191744,43.0720496,1.025448533,12.74892885,13.67676253,12.189394549,11.217815685,6.479952517,4.891585367,48.85920893,7.073352461,6.454959788,0
"K01408",109.794093477,78.071950968,157.747288313,90.439317,111.9378562,281.08191778,62.234174252,118.170937499,88.234390752,96.102098151,95.713700679,31.135238228,88.550466028,110.508597016,71.127309789,51.91101628,83.037933054,34.085923024,6.587581315,113.66450925,87.650578779,66.547284093,61.990404189,56.202020612,28.753598317,55.69491342,105.02417068,84.021055537,44.020815506,84.373575044,122.098599533,70.744966397,124.499809099,121.305020603,51.770231091,73.125000914,134.204539239,128.011041991,120.492674301,127.877645272,27.654243753,104.6152
"K01412",0,2.873579793,0,0,15.73488484,14.284630669,0,0,0,0,0,2.384325884,19.009383678,3.035166194,25.51567836,14.403757377,9.769559484,0,0,5.250861,0,0,0,2.198979678,30.38438119,33.28352851,25.42770624,11.996563336,17.92203045,0,0,0,0,0,4.755036424,0,2.415886,0,0,0,25.18372132,0
"K01414",5.557131,3.952936,19.160366,0,0,0,0,12.168986,7.41197,11.670893,19.49809,15.816643231,0,18.11751301,11.778963754,4.663340702,3.146724,12.07713,0,7.386804,7.693865307,7.86257538,24.125529958,23.947740428,2.0978122,2.674443003,4.028048499,2.253446551,5.58773,8.491698531,8.6119598,14.649768968,15.05503033,6.027018177,15.709932341,45.750165714,0,0,0.605005009,21.797802861,5.432254,0
"K01422",5.638342,3.08984,1.928507,0,0,0,0,22.3596,0,0,0,0,0,0,1.040945,0,0,0,0,0,0,0,0,0,0,0,0,1.222118,0,5.566684,1.810333,0,2.695446,0,0.9261276,0,0,4.550502,11.09471,0,0,0
"K01424",0,0,4.087411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.58801,45.00836,0,0,0,0
"K01425",0,1.032101,6.441806,0,0,0,0,0.7113136,5.803965,5.099068,4.685585,6.680768,0,0,0,0,0,0,0,0,10.10588,1.864765,1.047619,1.116795,0,0,0,0,0,2.479258,3.225102,1.593235,1.800724,2.656191,0.61871,0.6383127,0,0,0,2.236838,0,0
"K01426",12.455501819,12.546258938,11.257474288,0,0,0,0,8.652801421,21.295846014,8.367316563,0,2.653057405,1.903566,0,0,0,0,0,0,0,6.587719,10.617907297,4.331987142,5.997166974,0,0,0,0,0,7.584349438,4.955138908,7.994989532,9.036183093,7.537343701,5.927817755,27.583795956,8.317806,7.800516,19.604184681,8.711824889,1.424458,11.00119806
"K01427",4.853457326,8.65682744,14.71778109,14.2722185,10.029014845,0,0,9.324412342,1.047870489,8.693035302,6.806493252,26.53578196,7.393151791,0,2.99824793,15.92744,1.020092,17.2265,0,0,2.660808024,9.426816009,4.41329499,2.822828421,1.720276,9.134448,1.250694,2.144303,3.73027,4.525883144,3.396589643,3.355903837,4.551535115,5.173500368,8.753990542,2.151211151,9.756508782,8.624546092,2.77548714,8.328057591,0.8805026,15.23243
"K01437",0,0,0,0,0,0,0,0,7.210818,0,0,12.91135,0,0,0,0,0,0,0,0,9.765381,2.402582,0,0,0,4.888418,0,0,0,10.38147,6.232879,0,0.8700261,1.026679,7.174368,6.168062,0,0,0,0,0,0
"K01442",36.314521,17.9816446,6.623085,8.699575,16.746314,48.451038,14.25251,9.595504,15.7858852,1.366741,5.3253761,7.201331,9.409616,1.444598,17.6813,17.225337,7.389322,21.27017,2.198961,0,4.1925284,6.476473,12.685066,7.8183516,8.997988,24.7285711,8.16221,31.43751,16.696652,0,1.62084,18.434254,6.695992,0.7119586,1.573103,0.8554583,26.2148,14.754483,53.9935473,8.723595,9.506106,0
"K01453",0,0,0,0,12.94158642,9.907892358,0,0,0,1.392773994,0,2.606862967,9.789766485,6.636896744,10.447125,4.51760228,15.91343237,3.257374914,0,0,0,0,0,0,4.472717644,18.13603203,2.601442792,5.575186684,3.879480785,0,0.550571007,0,0,0,0.844981141,0.871752709,1.527760234,1.037947828,0,0,10.98867289,0
"K01455",39.305700051,138.454514879,141.40144033,11.495705,46.1275663,25.861535932,17.537289,99.358318547,152.079841022,252.49546569,293.73793527,183.073370853,54.151705972,28.882129367,12.410893265,6.5010963,2.080488354,21.662385392,0,6.16002,120.396212789,167.961966028,222.2415938,148.010383926,27.480361196,20.574997397,12.1781722,16.6173229,1.815265073,181.110310771,201.92618326,164.576052535,193.06419966,218.98435731,170.073215625,117.581041423,52.851941608,71.15625081,32.49509563,232.573767186,29.017781777,0
"K01456",4.973786,11.850783,10.45054,0,27.84375158,7.698923582,22.454963,15.951775,22.385219,30.11165,47.185247,15.82669013,15.235784,7.795012955,10.036043442,4.734014,6.154366,4.724093,47.87454463,32.727411,15.7033889,13.683495,13.62268,13.966205594,14.180503746,35.25605611,20.585739,19.7155627,62.95115947,6.7902563,20.959503,11.4379176,8.8158168,11.524157,8.5021887,15.164767,23.95946351,36.64090859,10.59246,12.880811,88.27194674,0
"K01474",6.395749,6.06571,7.488306,4.148107,5.303929,24.87125,0,15.978886,8.014055,9.989158,5.049446,0,23.40684,9.520139,18.346408,6.480167,0,2.336232,4.715206,3.572307,4.949394,4.221692,13.545614,2.187821,3.764612,7.599132,5.473978,3.198878,7.419772,0,3.159014,3.121174,0.8819117,6.244227,2.424126,4.919164,2.703093,2.184059,2.366673,4.601541,8.8446557,0
"K01477",0.6430395,5.5363929,2.873833,0,5.2916,1.376096,0,1.942902,3.1831371,10.600558,3.1656538,24.312697,12.715725,0.9217912,0,5.605173,1.591343,0.9048264,0,0,12.3445241,3.821927,16.476983,7.0395207,8.625284,4.3679352,4.7922817,8.179333,10.5981177,15.5913956,8.0479986,14.227514,11.039191,6.4973445,11.7918841,10.09649,6.36536,8.753068,1.124733,4.3903962,8.241505,39.60431
"K01480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7096798,0.5980436,0,2.991308,3.609879,0,0,0,0.4717695,0,0,2.055922,0,0,1.457548,19.79642,11.28025,0,0,0,0
"K01487",8.255912,12.75891,4.550517,0,19.1255,6.405965,0,11.17141,5.75272,1.736832,9.124872,6.501677,6.32959,4.291097,2.456221,7.788969,8.231086,29.48486,0,0,8.685082,2.195463,0.8920936,0,2.313475,2.233501,20.18361,0,0,4.326393,3.53436,2.71342,7.013584,5.495326,1.053718,6.602943,0,6.663049,14.233047,6.666679,21.31424,0
"K01490",5.805217728,3.5752787,0,0,7.738801,0,0,8.31805,6.847273,9.241636,8.474632432,1.52067,1.127111,38.58272336,13.826577759,8.888801074,16.543339,45.145176,85.394565753,41.741191697,0.673913,0,4.739353,2.4818326,14.273135268,21.629497072,7.796484,19.297356,6.847462919,2.988185438,1.290401,1.002061,0.4803269,1.692879,5.125632918,4.422329,1.193563,2.421878,4.686388009,4.765296,46.28700996,0
"K01491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.289902705,0,0,0,1.264315534,2.466996688,0,1.377438259,0,0,0,29.09372707,19.37847119,0,0,0,0
"K01493",0,4.057109,0.869825777,0,0,2.851778,5.131424,5.276289687,0,0,0,2.789364444,5.436560457,3.820582,7.654144,0,13.090645943,0,0,2.867246,0,0,0,2.261983979,10.601591462,14.925735039,11.557293959,4.77239609,5.114193125,3.439466038,4.533861194,1.252576,1.215742744,0,0,1.865565396,7.676705528,3.585017,0,0.8792832,1.054286,0
"K01495",0.7144883,0.7830864,0,0,6.16266,1.376096,0,0,1.564452,0,0,0,2.71938,11.06149,0,6.692744,8.825286,0.9048264,24.89829,0,0,2.345678,4.941729,3.160825,1.987875,3.358524,10.430492,8.957792,6.465801,0,0.6117456,0,0,0,14.478334,0,29.3434957,26.965395,1.553908,0,0,0
"K01497",0,0,0,0,0,0,0,0,0,0,0,12.35201,0,0,0,0,0,0,0,0,11.44436,3.217898,12.20268,13.00845,1.695434,0,0,0,0,4.278286,10.43501,10.31002,5.826348,12.37574,14.41349,4.956717,0,5.901689,0,10.13239,0,0
"K01507",546.965909992,494.756511754,499.928948505,707.272631402,496.596747939,454.51140774,1005.679436538,525.877092273,437.735109092,332.206550677,414.839322216,540.648033549,479.509386173,494.283621901,440.453558377,494.309885278,533.052576113,403.180797903,380.462836026,214.694357269,417.691898764,433.81163497,412.729223463,369.33185104,405.349103689,447.783708583,458.034192943,429.007799148,352.447187461,377.61455608,321.571033545,354.998194883,349.160209793,355.930466464,518.824976387,451.955836685,349.297701139,357.133906072,511.054765165,505.594991319,675.416390762,231.354228078
"K01510",0,0,0,0,4.285294,2.870664,0,0,0,0,0,0,5.672878,0,0,4.363026,7.377088,2.831328,0,8.658704,0,0,0,0,0,6.505751,0,13.56875,5.245435,0,0,0,0,0,5.386055,0,0.8852915,0.6014598,0,0,4.245072,0
"K01517",0,0,0,0,29.95737596,0,0,0,0,0,0,0,14.54112692,25.09320528,7.181665617,0,0,0,0,0,0,0,0,0,0,0,1.405100274,0,0,1.219223348,0,0,0,0,0,0,12.37768708,10.09115944,0,0,0,0
"K01520",6.280851,1.720969,3.222401,0,2.257253,0,0,10.67467,1.382539,0,0,0,0,0,0,0,0,0,0,0,4.21274,4.14585,3.493687,3.724383,0,0,0,0,0,4.134018,0,0,5.254553,2.657427,0,4.257397,0,0,0,0,0,0
"K01522",0,0,0,0,0,0,0,0,0,10.35477,0,3.727133,0,0,0,0,0,0,0,0,1.973288,0,0,2.616805,5.627439,5.926808,1.487753,0,0,0.9682068,0,3.733169,0,0.8298428,0,0,12.66893,10.68476,0,0,0,0
"K01527",9.813829,2.151211,1.342667,0,46.778905,30.872154,11.669301,0,2.592261,0,1.220772,3.766797,11.457737,5.444329,25.47319,4.596398,35.00744,65.966694,22.11361,65.095979,3.949444,2.591156,3.275332,1.16387,4.9573732,17.931949,12.43154,15.898865,45.841885,2.583761,0,0,0.9383131,2.214522,3.1350666,2.1701988,9.326443,21.279441,3.433052,5.3979398,12.60117,0
"K01528",0,0,0,0,17.20956,18.44554,11.0635,0,0,0,0,5.662069,3.797006,3.088981,2.357507,8.41043,0.6583571,0,1.390596,40.18212,0,0,0,2.36626,4.996121,1.07187,0,0,31.29723,0,0,0,0,0,1.048735,0,9.954821,11.5941,0,0,51.14409,0
"K01529",24.817317555,18.192311591,33.946822634,0,12.597897359,1.635736946,1.255327,23.694263591,20.302407577,26.537989737,26.75740598,23.072709386,14.208305617,5.160535163,2.540137545,5.784731755,7.619840786,6.662812,0,0,14.863122944,20.417810581,22.268031213,18.768171003,13.377894872,13.688710175,4.25223546,6.639049233,1.456887,27.704789252,24.210386258,7.049931761,30.689356252,28.958320603,28.661847731,28.445659424,33.947099065,27.828097012,27.194468336,16.996275401,28.948207719,0
"K01530",7.288163216,16.25580017,2.842323,0,0,4.001264222,0,10.238467624,9.400674286,16.33893142,24.55066343,4.76312,5.930339313,0,6.941245,0,0,0,0,0,10.827485777,18.8612145,14.73864723,4.947653275,0,0,0,0,0,9.145650674,20.26598495,16.335011025,6.72404891,24.3616898,1.029269,13.781565746,4.328881377,6.706739814,10.454417909,13.914211817,0,0
"K01533",40.38755,54.189584953,56.960487513,36.91689,0,7.694739,57.643878,58.76085939,38.950755269,59.92908031,19.907845,17.927024,5.360043,5.224895,2.248536,2.864422,14.48766,0,0,0,21.274957305,21.909267548,18.445548489,8.280369161,8.1596239,19.032441457,9.629709,0,2.008607,53.728979388,30.821918288,23.67725,21.732561,30.63090363,32.944654336,24.898652768,25.2341855,18.215516596,39.056063768,41.917559524,5.2655507,420.6527
"K01534",0,0.736335,0,0,0,4.982417134,0,0,0,0,4.022467037,5.243689876,0,10.40111,9.42651,9.380993837,1.066992592,0,0,0,2.636365182,0,1.438970895,0.766994568,15.573943253,3.474335639,0,5.607227987,1.300592217,0,4.429881665,5.471023305,0,0,2.549512064,1.821573,4.639434862,2.630037691,0,0.7979167,6.446898607,0
"K01535",1583.250759914,993.218417729,1083.925499231,685.677309857,468.939598099,697.806985477,836.84106148,1116.354701548,1264.673026639,949.049825527,715.763264006,786.936802201,711.057922711,787.394217454,782.339167979,719.547508866,794.310882897,489.124622238,663.20393261,689.492442342,1282.989397426,1095.091399572,1302.636353121,979.776321082,1209.382562071,854.055713731,702.997694487,664.635946558,581.869846199,928.876873301,739.830310031,486.106057379,996.557025346,742.729918446,946.473293966,1002.621534578,762.449909118,737.460068207,1589.50778809,945.035645568,487.385077503,973.77073349
"K01537",248.076296425,175.77225009,216.232607966,408.406014363,143.104656811,81.95545053,250.203287789,222.264825184,223.909608991,177.879711874,183.749567228,151.847824854,127.710797509,100.991655729,125.763656018,201.258527161,225.577867604,208.565172571,157.732745558,198.170227841,209.263680693,276.719214779,181.087811929,185.71950393,158.385859782,142.46502432,208.495968056,130.380283108,173.587090281,179.146131924,160.403738249,88.685581953,190.357667378,168.178560901,181.668974485,290.181339827,161.922643015,145.136838773,258.76986319,166.816613293,83.03342593,11.88129
"K01539",2.360809214,4.663720959,6.747214294,0,15.704132631,9.45218627,11.3124399,16.006697099,7.089919173,2.666081832,5.708936001,3.228910344,2.395355324,8.809309887,9.410914687,7.044776,9.9262,10.15914,4.113440611,3.883557,16.14687475,12.586572801,4.021047089,10.699935991,12.189163108,7.241367333,8.113411,24.786957136,4.033124,5.901818197,12.812778902,5.296208259,9.001824263,5.218469089,21.976531853,7.424245895,12.967133436,9.642847616,8.660568117,8.88957586,21.389150841,0
"K01552",1.69220911,11.675351807,2.998341881,0,0,7.106070339,49.295321882,1.917337881,2.607420426,4.746727591,3.252382506,0.857520713,9.660953768,2.183189718,7.948632248,10.442976221,6.979575599,0,0,3.572306917,2.474696861,1.776196825,5.732559942,1.003436502,8.55759394,11.205085735,5.288739931,7.600340778,6.108759648,0.37126726,0.724435535,4.423618719,0.404485838,0,3.891360518,0,18.816891576,21.470922507,0.739956001,5.296291324,13.471158527,0
"K01556",0,0,0,0,0,0,0,0,0.5874425,0,1.659864,2.704749,1.269671,0,0.9854008,0,0,0,0,0,6.264993,6.165519,11.13354,15.0337,1.856266,1.792098,0,0,1.341718,5.269647,8.568669,3.386412,3.827427,3.01105,7.890387,3.617946,3.962817,4.307689,0,3.16959,0,0
"K01567",0,2.610288,0,0,1.71185,0,0,0,2.096973,0,0,8.448167,11.33075,12.29055,2.638163,23.70347,6.876174,0,0,0,0,0,0,0,5.797967,4.797892,21.67869,12.3893,2.394741,0,0,0,0,0,0,0,1.414593,0.9610628,0,0,15.26205,0
"K01580",27.471205315,67.055204993,38.231388868,13.689605,37.009382,66.966278,93.81488992,78.070597539,58.942885569,85.527146166,22.354148538,31.69527308,8.883111562,35.610281813,25.8907974,37.134029357,28.0695434,93.552602,118.367865,81.188228689,115.444044579,123.042067476,121.695604467,52.486659847,18.825582832,22.6446783,53.084763133,37.550310243,65.0061732,98.296378757,62.45548835,62.963418185,78.225658715,81.138526748,38.57448419,85.264462825,27.03294509,22.234865417,36.227061291,50.339718987,28.2248582,0
"K01581",0,0,0,0,0,0,0,0,0,0,0,4.159887713,0,5.295396338,4.546621133,4.805959872,49.09463177,0,0,3.974055719,0,0,0,2.43386726,5.709852312,8.268707614,18.68057324,5.337944697,6.190660827,0,0,0,0,0,1.348374161,0,1.218957633,0,0,0,1.461259693,0
"K01586",5.214555346,0.3240003,7.532492244,0,0,0,0,1.339786,3.349648176,2.236105037,1.772358914,15.016736056,29.902050132,2.791964,6.208984339,8.519987183,3.406545155,0,0,0,7.32723229,8.24098988,11.297286212,16.157181097,21.826,5.805375092,8.453656504,2.302802259,4.152349464,11.721457398,10.940789575,13.48807895,19.007233259,8.152280642,12.939861602,10.468716869,3.506338063,5.23964,0,11.506822103,0,0
"K01588",295.797577915,488.018053509,400.574591279,301.982285909,122.88568024,36.427430945,64.828004834,386.642928886,465.85271466,377.145470565,285.091009845,240.630613716,227.756604186,208.232257827,121.021769717,118.108110489,43.656618991,35.9129068,39.766649826,28.226924562,228.502297285,375.830132738,356.040287408,274.149300668,234.484386764,142.909588602,125.614493513,128.450436154,75.038667776,291.966460827,481.887854035,170.105719925,296.084433717,352.652906273,220.857743243,302.066956851,310.090130416,320.092914866,417.150117714,369.86936746,138.162342158,17.787956
"K01590",2.904484962,4.634357522,12.844484192,2.976876947,36.503433,10.7472,17.50968,4.905072505,0.874252731,11.919684471,0,10.724285,5.125993,4.799409,0.6783847,13.040779,42.4277,8.143437,3.240893,3.60183,2.135553462,3.228006561,0,0,3.747116,15.254502,3.372241,7.653762476,10.442803387,7.261550821,3.977845223,0,0,1.867146257,11.768577764,2.243481238,10.232499,9.348783853,14.43722557,0.786182628,17.250332288,0
"K01599",0,0,0,0,0,0,0,0,0,1.667517,0.9576866,1.560551,0,0,0,0,0,0,0,0,2.581924,2.032743,0,0.9130471,0,0,0,0,0,0,2.307125,0,1.840249,1.737276,1.011665,6.262306,7.316526,8.698879,0,0,0,0
